Frame:0.692 Mvs_record:0.241 Pts_num:3039.000 Pts_num_r:50638.000 Ransac:0.015 Render:0.012 Render_mp:2.430 Track_img:0.050 Vio_f2f:0.008 Vio_f2m:0.003 Wait:49.082 
Frame:0.376 Mvs_record:0.130 Pts_num:3039.000 Pts_num_r:53800.000 Ransac:0.010 Render:0.006 Render_mp:1.725 Track_img:0.067 Vio_f2f:0.006 Vio_f2m:0.003 Wait:0.001 
Frame:0.375 Mvs_record:0.138 Pts_num:3039.000 Pts_num_r:53861.000 Ransac:0.009 Render:0.005 Render_mp:1.781 Track_img:0.062 Vio_f2f:0.008 Vio_f2m:0.004 Wait:0.002 
Frame:0.555 Mvs_record:0.208 Pts_num:3067.000 Pts_num_r:52898.000 Ransac:0.009 Render:0.007 Render_mp:2.064 Track_img:0.049 Vio_f2f:0.007 Vio_f2m:0.003 Wait:46.674 
Frame:0.369 Mvs_record:0.120 Pts_num:3067.000 Pts_num_r:55908.000 Ransac:0.009 Render:0.005 Render_mp:1.822 Track_img:0.058 Vio_f2f:0.007 Vio_f2m:0.003 Wait:0.002 
Frame:0.765 Mvs_record:0.367 Pts_num:3067.000 Pts_num_r:55822.000 Ransac:0.017 Render:0.013 Render_mp:2.201 Track_img:0.084 Vio_f2f:0.013 Vio_f2m:0.005 Wait:0.002 
Frame:0.406 Mvs_record:0.111 Pts_num:3028.000 Pts_num_r:52337.000 Ransac:0.007 Render:0.006 Render_mp:2.058 Track_img:0.056 Vio_f2f:0.007 Vio_f2m:0.003 Wait:45.229 
Frame:0.388 Mvs_record:0.143 Pts_num:3028.000 Pts_num_r:55045.000 Ransac:0.009 Render:0.006 Render_mp:1.834 Track_img:0.056 Vio_f2f:0.006 Vio_f2m:0.003 Wait:0.002 
Frame:0.369 Mvs_record:0.126 Pts_num:3028.000 Pts_num_r:55005.000 Ransac:0.011 Render:0.005 Render_mp:2.005 Track_img:0.061 Vio_f2f:0.006 Vio_f2m:0.004 Wait:0.001 
Frame:0.402 Mvs_record:0.124 Pts_num:3008.000 Pts_num_r:54685.000 Ransac:0.007 Render:0.006 Render_mp:2.000 Track_img:0.048 Vio_f2f:0.007 Vio_f2m:0.003 Wait:51.837 
Frame:0.433 Mvs_record:0.147 Pts_num:3008.000 Pts_num_r:57608.000 Ransac:0.013 Render:0.006 Render_mp:1.972 Track_img:0.061 Vio_f2f:0.007 Vio_f2m:0.003 Wait:0.002 
Frame:0.373 Mvs_record:0.134 Pts_num:3008.000 Pts_num_r:57537.000 Ransac:0.011 Render:0.007 Render_mp:2.092 Track_img:0.063 Vio_f2f:0.007 Vio_f2m:0.003 Wait:0.002 
Frame:0.505 Mvs_record:0.153 Pts_num:2967.000 Pts_num_r:55367.000 Ransac:0.008 Render:0.010 Render_mp:2.271 Track_img:0.048 Vio_f2f:0.007 Vio_f2m:0.003 Wait:46.794 
Frame:0.411 Mvs_record:0.156 Pts_num:2967.000 Pts_num_r:58154.000 Ransac:0.010 Render:0.006 Render_mp:2.085 Track_img:0.060 Vio_f2f:0.007 Vio_f2m:0.004 Wait:0.002 
Frame:0.358 Mvs_record:0.118 Pts_num:2967.000 Pts_num_r:58091.000 Ransac:0.009 Render:0.006 Render_mp:1.869 Track_img:0.062 Vio_f2f:0.007 Vio_f2m:0.003 Wait:0.001 
Frame:0.555 Mvs_record:0.144 Pts_num:2947.000 Pts_num_r:57060.000 Ransac:0.009 Render:0.007 Render_mp:2.182 Track_img:0.068 Vio_f2f:0.012 Vio_f2m:0.003 Wait:48.408 
Frame:0.468 Mvs_record:0.169 Pts_num:2947.000 Pts_num_r:59760.000 Ransac:0.009 Render:0.007 Render_mp:2.119 Track_img:0.060 Vio_f2f:0.009 Vio_f2m:0.003 Wait:0.002 
Frame:0.363 Mvs_record:0.120 Pts_num:2947.000 Pts_num_r:59770.000 Ransac:0.008 Render:0.005 Render_mp:2.274 Track_img:0.063 Vio_f2f:0.006 Vio_f2m:0.003 Wait:0.002 
Frame:0.440 Mvs_record:0.147 Pts_num:2910.000 Pts_num_r:57744.000 Ransac:0.007 Render:0.008 Render_mp:2.003 Track_img:0.056 Vio_f2f:0.007 Vio_f2m:0.003 Wait:48.329 
Frame:0.392 Mvs_record:0.125 Pts_num:2910.000 Pts_num_r:60369.000 Ransac:0.009 Render:0.007 Render_mp:2.029 Track_img:0.091 Vio_f2f:0.006 Vio_f2m:0.003 Wait:0.002 
Frame:0.341 Mvs_record:0.116 Pts_num:2910.000 Pts_num_r:60126.000 Ransac:0.008 Render:0.005 Render_mp:2.231 Track_img:0.061 Vio_f2f:0.005 Vio_f2m:0.004 Wait:0.002 
Frame:0.519 Mvs_record:0.212 Pts_num:2862.000 Pts_num_r:58618.000 Ransac:0.009 Render:0.008 Render_mp:2.122 Track_img:0.048 Vio_f2f:0.006 Vio_f2m:0.004 Wait:46.017 
Frame:0.406 Mvs_record:0.141 Pts_num:2862.000 Pts_num_r:61206.000 Ransac:0.011 Render:0.007 Render_mp:2.045 Track_img:0.065 Vio_f2f:0.007 Vio_f2m:0.003 Wait:0.002 
Frame:0.355 Mvs_record:0.139 Pts_num:2862.000 Pts_num_r:60907.000 Ransac:0.009 Render:0.006 Render_mp:2.395 Track_img:0.058 Vio_f2f:0.006 Vio_f2m:0.003 Wait:0.002 
Frame:0.358 Mvs_record:0.102 Pts_num:2943.000 Pts_num_r:59968.000 Ransac:0.007 Render:0.007 Render_mp:1.998 Track_img:0.045 Vio_f2f:0.006 Vio_f2m:0.003 Wait:46.767 
Frame:0.409 Mvs_record:0.128 Pts_num:2943.000 Pts_num_r:62364.000 Ransac:0.010 Render:0.006 Render_mp:1.927 Track_img:0.074 Vio_f2f:0.006 Vio_f2m:0.003 Wait:0.002 
Frame:0.423 Mvs_record:0.153 Pts_num:2943.000 Pts_num_r:61900.000 Ransac:0.010 Render:0.007 Render_mp:2.524 Track_img:0.059 Vio_f2f:0.007 Vio_f2m:0.003 Wait:0.003 
Frame:0.499 Mvs_record:0.167 Pts_num:3074.000 Pts_num_r:60957.000 Ransac:0.006 Render:0.009 Render_mp:3.197 Track_img:0.067 Vio_f2f:0.007 Vio_f2m:0.003 Wait:48.902 
Frame:0.461 Mvs_record:0.210 Pts_num:3074.000 Pts_num_r:63606.000 Ransac:0.008 Render:0.009 Render_mp:3.455 Track_img:0.064 Vio_f2f:0.007 Vio_f2m:0.003 Wait:0.002 
Frame:0.391 Mvs_record:0.125 Pts_num:3074.000 Pts_num_r:63180.000 Ransac:0.012 Render:0.005 Render_mp:3.037 Track_img:0.060 Vio_f2f:0.006 Vio_f2m:0.003 Wait:0.002 
